Index,Value
0,21.6
1,23.7
2,24.0
3,25.5
4,25.9
5,27.0
6,26.9
7,28.4
8,26.9
9,25.9
10,30.0
11,29.0
12,28.6
13,28.5
14,29.0
15,28.5
16,29.5
17,28.4
18,26.3
19,26.0
20,25.1
21,27.8
22,24.4
23,23.4
24,20.7
25,17.1
26,17.4
27,19.1
28,18.3
29,12.5
30,11.0
31,13.4
32,14.8
33,14.9
34,14.3
35,14.7
36,14.6
37,15.2
38,14.0
39,14.0
40,16.6
41,17.7
42,19.1
43,19.8
44,22.9
45,16.8
46,14.1
47,15.8
48,17.3
49,16.6
50,20.3
51,23.2
52,22.8
53,22.5
54,23.8
55,22.5
56,20.8
57,21.2
58,20.6
59,20.5
60,24.3
61,21.6
62,17.7
63,19.7
64,20.7
65,20.6
66,21.9
67,20.6
68,25.0
69,24.5
70,23.0
71,23.1
72,20.0
73,15.6
74,16.3
75,18.6
76,17.1
77,15.0
78,13.2
79,11.3
80,11.6
81,11.8
82,13.2
83,13.8
84,11.6
85,12.4
86,16.5
87,17.2
88,19.0
89,17.0
90,16.7
91,16.3
92,17.3
93,20.3
94,23.3
95,24.1
96,21.3
97,19.2
98,19.3
99,17.9
100,16.7
101,15.0
102,13.2
103,12.9
104,12.4
105,12.3
106,13.3
107,13.6
108,14.8
109,17.9
110,21.5
111,22.7
112,21.2
113,21.3
114,19.9
115,22.7
116,23.8
117,20.9
118,18.7
119,17.5
120,20.5
121,22.4
122,17.3
123,15.2
124,12.3
125,11.6
126,12.4
127,14.0
128,11.6
129,11.2
130,12.4
131,14.9
132,18.0
133,15.2
134,14.4
135,17.2
136,19.7
137,14.9
138,17.5
139,21.4
140,23.7
141,24.7
142,20.0
143,15.5
144,12.1
145,12.7
146,12.1
147,11.5
148,10.8
149,11.3
150,12.6
151,14.9
152,15.9
153,15.6
154,12.8
155,12.2
156,8.3
157,5.7
158,3.8
159,3.6
160,4.6
161,5.0
162,6.2
163,5.1
164,4.6
165,4.6
166,4.3
167,4.0
168,3.7
169,3.8
170,3.7
171,3.5
172,3.6
173,3.7
174,3.7
175,4.8
176,6.6
177,6.4
178,7.3
179,7.5
180,6.7
181,7.0
182,5.6
183,4.9
184,5.0
185,5.2
186,5.3
187,5.5
188,5.9
189,6.8
190,7.4
191,7.5
192,7.6
193,7.5
194,7.7
195,7.7
196,7.1
197,6.2
198,5.4
199,4.6
200,4.5
201,4.6
202,4.4
203,4.3
204,4.4
205,4.9
206,5.4
207,6.3
208,9.2
209,18.2
210,21.0
211,16.6
212,16.1
213,18.0
214,18.3
215,18.0
216,15.0
217,13.0
218,16.0
219,15.8
220,18.0
221,16.1
222,18.5
223,24.2
224,26.0
225,25.8
226,20.9
227,14.5
228,17.2
229,14.5
230,13.4
231,10.7
232,10.2
233,12.6
234,12.7
235,15.1
236,10.9
237,15.5
238,17.2
239,13.4
240,11.5
241,12.5
242,15.2
243,17.3
244,21.6
245,23.1
246,25.1
247,24.4
248,21.3
249,14.8
250,10.8
251,9.2
252,9.7
253,8.9
254,9.0
255,9.9
256,10.4
257,12.6
258,12.8
259,13.1
260,13.4
261,14.0
262,15.5
263,15.4
264,15.3
265,15.3
266,15.7
267,15.6
268,15.8
269,16.0
270,16.3
271,16.9
272,17.1
273,17.1
274,17.2
275,17.7
276,16.8
277,16.6
278,17.0
279,16.5
280,18.0
281,17.1
282,17.6
283,19.7
284,20.3
285,23.4
286,24.5
287,21.1
288,19.8
289,19.1
290,18.6
291,18.0
292,18.7
293,19.5
294,19.7
295,20.9
296,22.5
297,21.1
298,20.0
299,19.2
300,17.4
301,19.1
302,18.1
303,17.3
304,18.9
305,22.0
306,26.0
307,25.4
308,25.7
309,26.7
310,29.3
311,29.4
312,30.5
313,29.7
314,27.4
315,31.8
316,31.9
317,39.2
318,42.8
319,37.0
320,38.7
321,40.4
322,41.7
323,39.1
324,26.1
325,20.1
326,17.5
327,17.1
328,17.5
329,18.9
330,21.4
331,23.5
332,22.8
333,20.9
334,22.5
335,20.1
336,15.6
337,11.5
338,8.5
339,9.5
340,9.5
341,9.8
342,10.6
343,10.2
344,8.9
345,8.0
346,6.0
347,5.5
348,5.7
349,9.3
350,12.0
351,13.1
352,12.2
353,9.5
354,8.7
355,6.5
356,5.6
357,6.6
358,7.7
359,7.9
360,8.3
361,8.6
362,9.0
363,9.5
364,8.8
365,8.4
366,7.0
367,5.2
368,4.1
369,3.4
370,3.2
371,3.1
372,2.5
373,1.9
374,2.3
375,3.0
376,2.6
377,2.7
378,3.1
379,3.2
380,2.8
381,3.4
382,3.1
383,3.4
384,3.1
385,2.8
386,2.3
387,1.7
388,1.1
389,0.9
390,1.2
391,1.9
392,2.4
393,2.0
394,1.4
395,1.2
396,1.4
397,1.4
398,1.4
399,1.7
400,5.4
401,4.1
402,4.3
403,4.2
404,3.9
405,3.5
406,3.6
407,3.8
408,3.1
409,2.7
410,3.4
411,3.4
412,3.9
413,4.0
414,4.2
415,4.2
416,3.8
417,2.4
418,2.7
419,3.4
420,4.4
421,5.0
422,8.5
423,8.5
424,6.3
425,5.1
426,5.4
427,5.9
428,5.5
429,4.1
430,4.5
431,5.5
432,6.4
433,6.7
434,6.4
435,6.3
436,6.3
437,6.6
438,6.8
439,6.5
440,6.4
441,6.5
442,6.6
443,6.9
444,7.2
445,7.1
446,7.1
447,6.5
448,6.3
449,6.0
450,5.6
451,5.8
452,4.2
453,3.6
454,3.6
455,3.7
456,4.4
457,5.0
458,5.6
459,5.2
460,5.5
461,5.5
462,6.5
463,6.8
464,7.0
465,8.4
466,9.2
467,9.3
468,8.8
469,9.8
470,9.7
471,8.6
472,8.3
473,8.4
474,8.6
475,9.0
476,8.5
477,7.1
478,5.9
479,4.7
480,3.5
481,2.8
482,2.6
483,2.2
484,2.0
485,2.1
486,2.0
487,1.8
488,1.8
489,2.5
490,3.3
491,3.6
492,3.5
493,3.9
494,3.8
495,3.9
496,3.8
497,3.1
498,3.5
499,3.4
500,3.9
501,3.3
502,2.4
503,2.6
504,2.4
505,1.8
506,2.1
507,1.7
508,1.2
509,1.3
510,1.8
511,1.5
512,1.2
513,1.3
514,1.2
515,1.4
516,1.4
517,1.6
518,2.6
519,3.7
520,5.3
521,4.7
522,4.7
523,5.7
524,5.3
525,5.0
526,5.3
527,5.2
528,5.1
529,5.2
530,6.1
531,6.3
532,6.8
533,7.6
534,7.8
535,7.2
536,8.0
537,8.7
538,9.0
539,8.7
540,7.9
541,6.2
542,6.4
543,6.0
544,6.3
545,6.9
546,8.4
547,10.3
548,9.2
549,9.7
550,8.7
551,8.8
552,9.9
553,12.4
554,12.2
555,9.1
556,9.9
557,10.6
558,11.7
559,13.2
560,13.3
561,14.2
562,15.5
563,17.9
564,19.0
565,19.2
566,19.0
567,19.6
568,21.9
569,25.2
570,27.9
571,23.6
572,16.7
573,16.2
574,15.9
575,16.6
576,16.8
577,16.5
578,14.6
579,12.6
580,10.3
581,10.0
582,10.1
583,7.5
584,5.4
585,4.3
586,3.9
587,3.9
588,4.2
589,4.4
590,4.3
591,4.0
592,3.2
593,3.2
594,3.0
595,2.5
596,1.9
597,1.9
598,2.5
599,2.8
600,2.8
601,2.9
602,2.6
603,2.5
604,2.5
605,2.8
