Index,Value
0,25.3
1,24.6
2,24.3
3,24.2
4,27.5
5,32.9
6,35.6
7,28.2
8,29.9
9,27.5
10,26.3
11,26.1
12,26.3
13,26.4
14,25.0
15,25.3
16,25.1
17,25.2
18,25.4
19,27.9
20,28.8
21,27.9
22,27.7
23,23.7
24,19.4
25,17.8
26,16.5
27,16.2
28,17.3
29,18.9
30,13.5
31,10.8
32,11.6
33,13.5
34,14.9
35,16.0
36,16.3
37,18.2
38,23.4
39,23.8
40,22.4
41,22.1
42,24.3
43,19.1
44,12.8
45,16.9
46,21.0
47,19.8
48,21.4
49,21.0
50,22.7
51,22.6
52,25.4
53,28.4
54,21.5
55,24.8
56,26.5
57,23.7
58,24.8
59,26.1
60,25.0
61,26.1
62,25.3
63,20.4
64,19.6
65,22.9
66,22.2
67,21.5
68,22.1
69,27.6
70,28.1
71,25.2
72,26.5
73,20.7
74,19.8
75,20.0
76,18.5
77,18.0
78,14.5
79,9.1
80,9.6
81,10.3
82,10.9
83,12.3
84,14.5
85,15.8
86,13.5
87,14.3
88,16.3
89,18.6
90,19.0
91,17.8
92,16.3
93,17.3
94,20.4
95,21.5
96,22.8
97,21.3
98,18.9
99,18.2
100,16.7
101,15.6
102,15.9
103,15.2
104,15.5
105,15.2
106,14.1
107,13.2
108,13.1
109,14.2
110,13.8
111,14.9
112,15.7
113,18.5
114,19.1
115,19.4
116,21.2
117,21.4
118,22.7
119,24.8
120,21.9
121,26.4
122,25.0
123,20.8
124,21.7
125,22.7
126,21.0
127,20.5
128,21.0
129,15.9
130,18.1
131,18.5
132,13.9
133,17.8
134,16.5
135,15.1
136,17.1
137,24.5
138,28.5
139,27.5
140,24.4
141,26.7
142,20.3
143,16.2
144,15.4
145,14.2
146,13.4
147,14.5
148,13.3
149,13.2
150,12.4
151,12.3
152,13.8
153,15.3
154,14.7
155,10.3
156,5.6
157,2.9
158,2.9
159,3.5
160,2.6
161,2.4
162,3.0
163,4.3
164,3.4
165,4.0
166,2.9
167,2.8
168,2.7
169,2.6
170,2.4
171,2.7
172,2.7
173,2.7
174,3.0
175,3.2
176,3.1
177,3.0
178,2.7
179,3.1
180,3.4
181,4.4
182,5.0
183,5.4
184,6.6
185,5.0
186,5.6
187,4.8
188,4.6
189,4.9
190,4.4
191,4.1
192,4.1
193,4.3
194,5.5
195,7.0
196,5.2
197,5.9
198,4.8
199,5.8
200,6.8
201,6.9
202,7.3
203,7.6
204,5.9
205,6.4
206,5.8
207,6.6
208,6.3
209,6.7
210,10.9
211,15.7
212,24.3
213,16.5
214,17.0
215,18.4
216,19.0
217,15.0
218,13.5
219,20.9
220,19.0
221,17.3
222,20.1
223,22.3
224,25.3
225,25.6
226,23.7
227,13.6
228,14.2
229,13.7
230,14.6
231,15.5
232,14.5
233,11.1
234,7.9
235,8.5
236,9.7
237,14.7
238,13.1
239,15.8
240,16.8
241,12.1
242,10.7
243,11.9
244,16.2
245,21.1
246,22.6
247,22.8
248,23.1
249,22.1
250,17.1
251,12.5
252,10.1
253,10.4
254,10.1
255,9.3
256,9.6
257,10.3
258,12.0
259,12.5
260,13.2
261,14.7
262,16.3
263,17.3
264,16.0
265,14.8
266,15.0
267,16.0
268,16.6
269,16.6
270,17.9
271,18.5
272,18.8
273,19.4
274,20.6
275,20.1
276,20.7
277,18.6
278,18.8
279,18.0
280,18.3
281,18.4
282,18.7
283,19.0
284,19.2
285,20.3
286,21.8
287,21.9
288,20.2
289,17.8
290,17.6
291,17.2
292,18.2
293,20.5
294,21.1
295,21.2
296,21.4
297,20.9
298,22.2
299,21.5
300,20.7
301,21.2
302,22.7
303,22.4
304,23.7
305,23.4
306,24.5
307,26.3
308,25.3
309,25.7
310,26.6
311,28.9
312,30.3
313,31.6
314,30.9
315,25.7
316,25.9
317,28.1
318,29.5
319,29.9
320,31.9
321,30.1
322,31.3
323,24.7
324,23.2
325,20.3
326,19.9
327,21.0
328,21.1
329,21.1
330,23.1
331,22.1
332,20.2
333,21.4
334,23.9
335,22.6
336,19.2
337,14.4
338,12.1
339,11.6
340,12.6
341,6.4
342,6.0
343,6.5
344,5.9
345,5.0
346,5.1
347,7.4
348,18.1
349,19.2
350,17.6
351,16.1
352,15.6
353,15.2
354,13.2
355,8.2
356,7.8
357,9.3
358,8.9
359,9.8
360,9.4
361,9.2
362,9.0
363,9.2
364,9.6
365,9.8
366,8.4
367,6.9
368,5.3
369,4.6
370,3.7
371,3.2
372,3.3
373,2.9
374,2.9
375,3.9
376,4.4
377,4.5
378,4.0
379,3.9
