Index,Value
0,14.5
1,15.4
2,17.3
3,16.5
4,14.3
5,12.9
6,13.1
7,13.5
8,14.2
9,16.8
10,16.8
11,16.2
12,17.1
13,18.8
14,19.3
15,20.6
16,21.6
17,21.4
18,22.3
19,21.4
20,18.9
21,18.7
22,18.9
23,21.6
24,19.2
25,18.2
26,20.5
27,21.3
28,18.3
29,18.7
30,13.6
31,12.1
32,13.6
33,12.6
34,16.0
35,17.4
36,18.6
37,17.3
38,18.9
39,18.6
40,18.2
41,15.7
42,15.2
43,15.9
44,13.6
45,13.9
46,14.7
47,13.8
48,13.6
49,11.7
50,9.3
51,8.2
52,7.2
53,6.7
54,8.1
55,7.2
56,7.6
57,8.3
58,8.5
59,7.8
60,8.1
61,8.6
62,9.4
63,9.6
64,9.7
65,10.4
66,10.1
67,9.5
68,9.4
69,9.8
70,11.1
71,13.1
72,13.7
73,14.8
74,16.1
75,17.6
76,19.4
77,19.0
78,18.0
79,16.7
80,17.1
81,17.7
82,14.2
83,14.3
84,14.6
85,15.1
86,14.7
87,12.7
88,13.5
89,15.5
90,17.6
91,18.8
92,20.5
93,22.5
94,23.2
95,22.8
96,21.7
97,20.7
98,18.8
99,19.5
100,17.4
101,17.5
102,17.6
103,17.4
104,14.7
105,14.7
106,14.9
107,12.1
108,10.1
109,9.6
110,9.7
111,8.6
112,9.7
113,13.8
114,15.1
115,16.0
116,16.5
117,18.0
118,22.6
119,24.4
120,24.7
121,30.1
122,24.1
123,18.0
124,16.2
125,14.2
126,11.2
127,13.4
128,13.0
129,12.2
130,11.6
131,10.9
132,8.8
133,9.2
134,10.0
135,10.2
136,11.5
137,13.3
138,16.1
139,18.9
140,19.2
141,16.4
142,15.2
143,16.0
144,16.6
145,14.3
146,14.8
147,12.5
148,10.4
149,9.5
150,9.5
151,11.4
152,10.5
153,11.4
154,11.0
155,13.6
156,12.0
157,9.9
158,9.9
159,9.2
160,8.7
161,11.1
162,14.0
163,14.0
164,14.6
165,14.9
166,12.6
167,11.3
168,10.8
169,10.6
170,9.8
171,8.8
172,8.7
173,8.7
174,8.4
175,7.9
176,6.9
177,6.5
178,5.9
179,4.5
180,3.9
181,3.9
182,4.1
183,4.1
184,4.2
185,4.4
186,4.5
187,4.9
188,5.2
189,5.0
190,5.7
191,5.8
192,6.2
193,6.2
194,6.6
195,6.4
196,5.6
197,5.0
198,5.7
199,6.8
200,7.0
201,7.7
202,8.4
203,9.3
204,10.7
205,12.6
206,13.3
207,12.2
208,14.2
209,16.2
210,17.1
211,12.1
212,11.7
213,20.0
214,17.5
215,16.5
216,16.1
217,14.5
218,16.4
219,19.1
220,17.3
221,11.7
222,12.3
223,13.7
224,13.3
225,11.9
